,customer_id,gross_revenue,recency_days,qtde_invoices,qtde_items,qtde_products,avg_ticket,avg_recency_days,frequency,qtde_returns,avg_basket_size,avg_unique_basket_size,revenue_returned,cluster
757,16458,3482.7400000000002,2.0,18,2154,202,17.241287128712873,-9.082201777857705,0.05027932960893855,0.0,119.66666666666667,2.888888888888889,0.0,8
760,14057,6217.96,23.0,17,4876,284,21.894225352112677,-3.0268422351562863,0.050445103857566766,168.0,286.8235294117647,10.529411764705882,-70.56,8
762,13178,5725.47,25.0,11,3570,265,21.60554716981132,-7.500804567147794,0.03283582089552239,0.0,324.54545454545456,8.636363636363637,0.0,8
765,16191,5180.52,2.0,13,3351,134,38.66059701492538,-2.233927512372712,0.036312849162011177,147.0,257.7692307692308,5.0,-263.95000000000005,8
767,14298,51527.3,7.0,44,58343,1637,31.476664630421503,-1.83782713403032,0.12464589235127478,322.0,1325.9772727272727,20.09090909090909,-664.86,8
771,17404,31781.82,3.0,13,32744,195,162.9836923076923,-3.4497779908206443,0.036414565826330535,424.0,2518.769230769231,8.384615384615385,-1606.0,8
772,14415,5900.28,1.0,13,3011,590,10.000474576271186,-2.774852177981953,0.03611111111111111,38.0,231.6153846153846,21.76923076923077,-88.72,8
776,16553,5719.82,162.0,12,4600,84,68.09309523809523,-1.8825034563971688,0.06060606060606061,5.0,383.3333333333333,5.166666666666667,-55.25,8
782,19217,12681.58,359.0,1,2150,148,85.68635135135135,-1.0,1.0,0.0,2150.0,148.0,0.0,8
790,12867,4036.82,25.0,7,4298,538,7.503382899628253,-2.4295206384801085,0.020958083832335328,23.0,614.0,34.285714285714285,-46.35,8
791,14401,4051.48,3.0,13,4507,182,22.26087912087912,-7.01573572048444,0.03651685393258427,2.0,346.6923076923077,8.692307692307692,-11.5,8
792,16145,3799.4900000000002,8.0,11,3123,224,16.96200892857143,-7.161209565631151,0.03125,51.0,283.90909090909093,12.181818181818182,-57.51,8
806,13458,9646.57,6.0,14,5508,382,25.252801047120418,-7.037738531592308,0.039660056657223795,48.0,393.42857142857144,17.285714285714285,-108.65,8
822,13124,3866.33,89.0,3,2147,235,16.452468085106382,-2.9538990825688076,0.011111111111111112,0.0,715.6666666666666,61.666666666666664,0.0,8
827,15727,5178.96,16.0,7,3065,302,17.14887417218543,-6.213167199865297,0.02040816326530612,0.0,437.85714285714283,30.428571428571427,0.0,8
830,15290,7943.22,4.0,18,4501,204,38.93735294117647,-3.5873914185011935,0.05070422535211268,70.0,250.05555555555554,5.166666666666667,-139.45,8
832,15615,10399.74,9.0,23,5508,423,24.585673758865248,-2.601141192405817,0.0659025787965616,15.0,239.47826086956522,8.0,-39.7,8
838,16607,3347.71,17.0,14,2859,172,19.46343023255814,-3.503056414278636,0.04093567251461988,37.0,204.21428571428572,10.0,-309.04,8
844,15482,11014.96,15.0,11,5019,97,113.55628865979381,-1.6020676129375395,0.03197674418604651,2022.0,456.27272727272725,4.090909090909091,-4486.24,8
850,16705,14034.99,1.0,20,5476,270,51.98144444444444,-2.4154900264545054,0.055710306406685235,18.0,273.8,6.65,-88.86,8
854,16746,6697.66,4.0,18,4665,449,14.91683741648107,-4.786778825144922,0.05070422535211268,3.0,259.1666666666667,13.0,-3.3499999999999996,8
857,16743,2238.09,28.0,7,2047,191,11.717748691099477,-3.687197281134611,0.021212121212121213,37.0,292.42857142857144,12.714285714285714,-46.25,8
869,14709,4921.04,14.0,13,2484,196,25.10734693877551,-4.079221461833942,0.0377906976744186,2.0,191.07692307692307,5.461538461538462,-9.9,8
871,17744,2322.4,3.0,6,3412,136,17.076470588235296,-4.829443577365613,0.016901408450704224,0.0,568.6666666666666,18.333333333333332,0.0,8
877,13534,5870.08,1.0,25,2961,296,19.83135135135135,-2.40855147537465,0.0702247191011236,85.0,118.44,4.76,-257.0,8
882,14092,4076.91,7.0,14,2066,214,19.050981308411213,-4.259807918537907,0.039886039886039885,5.0,147.57142857142858,8.357142857142858,-13.81,8
884,14735,6050.69,3.0,31,2263,193,31.350725388601035,-2.3281040324212388,0.08732394366197183,104.0,73.0,3.161290322580645,-258.0,8
886,18223,6484.54,4.0,14,2948,272,23.840220588235294,-3.0211630803823546,0.03954802259887006,57.0,210.57142857142858,8.285714285714286,-166.47,8
890,16684,66653.56,3.0,28,50255,277,240.6265703971119,-1.7759899319882508,0.07909604519774012,864.0,1794.8214285714287,4.25,-733.44,8
892,16945,4345.5,21.0,19,2725,249,17.451807228915662,-2.7416254255670114,0.05637982195845697,0.0,143.42105263157896,7.2105263157894735,0.0,8
903,13004,5655.91,11.0,18,4822,404,13.999777227722772,-5.483771369459491,0.05187319884726225,26.0,267.8888888888889,15.38888888888889,-42.480000000000004,8
905,12931,42055.96,21.0,15,28004,82,512.8775609756098,-2.085723660589462,0.04451038575667656,4427.0,1866.9333333333334,1.8666666666666667,-8511.15,8
910,14769,10673.1,2.0,8,7435,1089,9.800826446280992,-4.121246316075927,0.02535211267605634,30.0,929.375,89.625,-33.15,8
913,17315,6252.18,1.0,36,3862,470,13.302510638297873,-3.1614015642442346,0.10112359550561797,32.0,107.27777777777777,7.055555555555555,-87.80000000000001,8
915,12726,2411.1,27.0,7,3132,117,20.607692307692307,-6.213181627596164,0.021212121212121213,0.0,447.42857142857144,8.0,0.0,8
921,14016,4341.21,161.0,4,2125,161,26.964037267080744,-4.192928484464229,0.02040816326530612,1.0,531.25,38.5,-12.75,8
930,12705,6382.29,14.0,8,3970,328,19.458201219512194,-4.776946592205278,0.023391812865497075,24.0,496.25,28.375,-54.050000000000004,8
941,16686,3062.83,46.0,7,2030,585,5.235606837606838,-2.7362510134005773,0.022727272727272728,5.0,290.0,58.0,-19.35,8
951,14646,279138.02,1.0,72,196844,2060,135.5038932038835,-1.592430559605019,0.2033898305084746,288.0,2733.9444444444443,9.708333333333334,-360.00000000000006,8
961,13027,6912.0,113.0,6,17280,26,265.84615384615387,-2.8865751883105624,0.024896265560165973,0.0,2880.0,1.0,0.0,8
979,12678,16481.46,41.0,10,10901,157,104.97745222929936,-3.344742959896781,0.03205128205128205,24.0,1090.1,10.4,-40.2,8
987,17306,8631.31,10.0,19,11491,66,130.77742424242425,-3.832612102925019,0.05539358600583091,21.0,604.7894736842105,0.6842105263157895,-30.580000000000002,8
1009,19296,18745.86,352.0,1,2853,186,100.7841935483871,-1.0,1.0,0.0,2853.0,153.0,0.0,8
1016,17593,3927.34,3.0,5,3101,213,18.438215962441316,-4.231011762306108,0.014285714285714285,6.0,620.2,38.0,-15.78,8
1017,13953,3515.68,6.0,7,2724,20,175.784,-6.310401160580353,0.02023121387283237,0.0,389.14285714285717,1.1428571428571428,0.0,8
1018,14533,1949.72,24.0,7,4019,62,31.44709677419355,-2.3218518197052953,0.02127659574468085,1242.0,574.1428571428571,7.571428571428571,-137.10000000000002,8
1032,19309,4634.59,350.0,1,2319,511,9.069647749510764,-1.0,1.0,0.0,2319.0,508.0,0.0,8
1061,13629,7792.36,22.0,11,4372,59,132.07389830508475,-7.126344129669126,0.03481012658227848,0.0,397.45454545454544,2.5454545454545454,0.0,8
1064,16532,6748.8,17.0,3,2016,4,1687.2,-2.960258320914059,0.009345794392523364,0.0,672.0,0.6666666666666666,0.0,8
1072,15046,5194.82,8.0,15,3450,205,25.340585365853656,-7.831577403206517,0.045454545454545456,144.0,230.0,9.733333333333333,-149.76,8
1073,13082,3613.63,125.0,9,4324,73,49.50178082191781,-2.3588457238150444,0.04225352112676056,11.0,480.44444444444446,7.0,-18.15,8
1076,18226,5228.05,43.0,11,3466,242,21.603512396694217,-6.403249537034801,0.03741496598639456,7.0,315.09090909090907,12.818181818181818,-35.95,8
1078,12415,124564.53,23.0,20,77373,713,174.70481065918653,-2.1831796023225594,0.06369426751592357,427.0,3868.65,22.15,-926.35,8
1081,14258,12669.98,8.0,9,7100,111,114.14396396396396,-3.9709254500586004,0.02735562310030395,2.0,788.8888888888889,6.444444444444445,-19.9,8
1082,15719,5043.96,32.0,13,2724,936,5.388846153846154,-7.937528516142567,0.04262295081967213,1.0,209.53846153846155,22.923076923076923,-1.65,8
1112,18198,5425.56,3.0,17,4074,159,34.12301886792453,-6.9117298229013935,0.05105105105105105,235.0,239.64705882352942,4.764705882352941,-342.5,8
1130,12939,11581.8,63.0,8,4876,47,246.42127659574467,-2.531926057071809,0.02952029520295203,0.0,609.5,2.625,0.0,8
1148,13451,2976.15,25.0,5,2149,443,6.718171557562077,-2.919889685670753,0.016181229773462782,6.0,429.8,63.0,-59.699999999999996,8
1150,12539,5568.35,21.0,4,2067,273,20.396886446886448,-3.6984773841181005,0.01282051282051282,0.0,516.75,39.25,0.0,8
1153,12500,4059.82,22.0,11,2667,52,78.07346153846154,-2.9161114187206514,0.03536977491961415,6.0,242.45454545454547,3.0,-33.55,8
1156,12524,3945.72,8.0,8,3669,136,29.01264705882353,-6.387702107218249,0.024615384615384615,0.0,458.625,14.0,0.0,8
1157,17811,7831.03,3.0,39,4176,850,9.212976470588234,-2.54181636286453,0.11818181818181818,49.00000000000001,107.07692307692308,9.179487179487179,-160.02,8
1165,16303,5360.63,25.0,3,2659,162,33.09030864197531,-3.6873548085865293,0.00974025974025974,38.0,886.3333333333334,39.666666666666664,-54.8,8
1182,17365,4796.52,12.0,8,4765,467,10.270920770877945,-3.752150781202854,0.024922118380062305,0.0,595.625,34.625,0.0,8
1183,15189,16225.39,1.0,41,6149,212,76.53485849056604,-2.3473711249611315,0.12349397590361445,114.0,149.97560975609755,1.951219512195122,-423.25,8
1186,15749,44534.3,233.99999999999997,3,18028,10,4453.43,-1.3287671232876712,0.030612244897959183,9014.0,6009.333333333333,1.6666666666666667,-22998.4,8
1211,15939,6115.01,89.0,15,4728,76,80.46065789473684,-4.873909312750499,0.06198347107438017,3.0,315.2,1.8666666666666667,-12.75,8
1215,12437,4447.41,1.0,18,2894,184,24.17070652173913,-3.4558799427889735,0.05454545454545454,5.0,160.77777777777777,6.5,-54.75,8
1223,17389,31833.68,1.0,34,7612,213,149.45389671361502,-2.4370217964891365,0.1027190332326284,170.0,223.88235294117646,1.3235294117647058,-516.2,8
1225,17364,4481.18,1.0,11,2701,411,10.903114355231144,-4.436236689120992,0.03323262839879154,21.0,245.54545454545453,26.181818181818183,-25.45,8
1246,12490,4859.93,4.0,10,3033,235,20.680553191489363,-6.381874053971269,0.03076923076923077,0.0,303.3,13.0,0.0,8
1249,12474,6745.79,16.0,18,4812,408,16.533799019607844,-3.062638708777749,0.05750798722044728,83.0,267.3333333333333,14.0,-259.32,8
1263,14329,5014.84,16.0,7,3095,259,19.362316602316604,-4.958782826342457,0.022364217252396165,20.0,442.14285714285717,31.142857142857142,-86.1,8
1266,16401,4098.32,1.0,12,3882,186,22.033978494623653,-4.556768995227066,0.03669724770642202,23.0,323.5,5.5,-35.129999999999995,8
1277,16843,10196.57,42.0,16,10159,378,26.97505291005291,-2.782941420175612,0.056140350877192984,5.0,634.9375,14.125,-12.75,8
1281,12626,5954.48,22.0,9,3416,285,20.892912280701754,-5.249652755932186,0.029605263157894735,103.00000000000001,379.55555555555554,25.666666666666668,-232.13,8
1291,13001,9818.82,3.0,13,5505,339,28.964070796460177,-4.943978487739292,0.04024767801857585,8.0,423.46153846153845,12.76923076923077,-20.9,8
1292,14101,5976.79,73.0,6,6942,35,170.76542857142857,-5.383256891681384,0.023715415019762844,0.0,1157.0,2.5,0.0,8
1294,17730,5298.4800000000005,2.0,13,3576,218,24.304954128440368,-7.321973365144926,0.040123456790123455,9.0,275.0769230769231,9.76923076923077,-9.65,8
1308,12346,77183.6,325.0,1,74215,1,77183.6,-1.0,1.0,74215.0,74215.0,1.0,-77183.6,8
1323,13263,7443.85,1.0,35,4774,1673,4.449402271368799,-3.432340513355513,0.10802469135802469,0.0,136.4,12.82857142857143,0.0,8
1327,12451,8995.52,10.0,5,6574,353,25.483059490084987,-5.175442455265843,0.01592356687898089,120.0,1314.8,52.8,-102.0,8
1337,17602,5102.97,1.0,6,4151,560,9.11244642857143,-2.8432102633943535,0.021739130434782608,16.0,691.8333333333334,55.833333333333336,-52.2,8
1342,12637,5823.9,66.0,8,2991,387,15.048837209302325,-2.3272396551614225,0.03501945525291829,9.0,373.875,25.5,-14.65,8
1365,14088,50491.81,9.0,13,12665,589,85.7246349745331,-3.3529709478741503,0.04153354632587859,72.0,974.2307692307693,29.153846153846153,-76.32000000000001,8
1386,12727,3440.7,10.0,7,2068,132,26.065909090909088,-3.577588870752722,0.02258064516129032,12.0,295.42857142857144,15.428571428571429,-15.0,8
1428,15218,5756.89,10.0,11,3329,166,34.680060240963854,-3.3998294691079622,0.03559870550161812,0.0,302.6363636363636,7.0,0.0,8
1434,14534,4445.4,2.0,18,2046,518,8.581853281853281,-2.934744584500563,0.056962025316455694,122.0,113.66666666666667,18.333333333333332,-371.7,8
1437,12744,9120.39,55.0,4,5234,215,42.42041860465116,-3.862973475579916,0.015209125475285171,0.0,1308.5,44.25,0.0,8
1451,16133,14589.04,3.0,33,8887,338,43.16284023668639,-2.2295335972207093,0.10476190476190476,150.0,269.3030303030303,6.636363636363637,-283.38,8
1459,14049,5681.72,16.0,4,3870,488,11.642868852459017,-1.973994327602507,0.013245033112582781,24.0,967.5,87.0,-42.57,8
1467,13098,28882.44,1.0,28,15968,572,50.49377622377622,-2.388804408132584,0.08832807570977919,57.0,570.2857142857143,5.571428571428571,-223.56,8
1492,16767,5580.6,30.0,11,4435,222,25.13783783783784,-2.6157711162565667,0.038461538461538464,0.0,403.1818181818182,13.454545454545455,0.0,8
1511,16523,9418.470000000001,1.0,21,4265,290,32.477482758620695,-3.010777448689348,0.06687898089171974,32.0,203.0952380952381,7.190476190476191,-122.8,8
1518,13709,6328.05,3.0,13,3516,336,18.833482142857143,-2.167566174632476,0.041666666666666664,15.0,270.46153846153845,18.76923076923077,-78.94,8
1535,14426,4481.67,23.0,10,2699,224,20.007455357142856,-2.3404946958313104,0.034482758620689655,360.0,269.9,18.3,-562.77,8
1544,15144,6580.44,7.0,17,3050,217,30.324608294930872,-2.6546339198540005,0.05573770491803279,24.0,179.41176470588235,7.764705882352941,-50.400000000000006,8
1545,14776,2538.3,50.0,11,3134,117,21.694871794871798,-1.9942165304029607,0.04198473282442748,446.0,284.90909090909093,4.0,-342.72,8
1557,13881,17159.52,3.0,20,10118,178,96.40179775280899,-3.23085048175086,0.06472491909385113,56.0,505.9,3.6,-170.0,8
1558,16570,3738.4,14.0,10,2112,126,29.66984126984127,-3.095030002957168,0.03367003367003367,62.0,211.2,6.8,-115.44999999999999,8
1565,16745,7194.3,86.0,17,6735,357,20.152100840336136,-5.1333540519987855,0.0752212389380531,8.0,396.1764705882353,8.705882352941176,-23.6,8
1627,16333,26626.8,7.0,22,32184,45,591.7066666666667,-2.1572019311922,0.07260726072607261,0.0,1462.909090909091,0.4090909090909091,0.0,8
1643,13871,6403.25,22.0,13,2806,336,19.057291666666668,-7.736627470060617,0.04529616724738676,5.0,215.84615384615384,11.923076923076923,-13.450000000000001,8
1645,12754,3010.74,235.0,3,6481,63,47.78952380952381,-1.9449120122417751,0.0547945205479452,0.0,2160.3333333333335,16.333333333333332,0.0,8
1664,14194,11349.52,4.0,21,5840,579,19.601934369602763,-2.52121483796786,0.07236842105263158,57.0,278.0952380952381,12.80952380952381,-132.77,8
1675,17613,4559.150000000001,22.0,14,2496,312,14.612660256410258,-2.4819115425237923,0.04946996466431095,26.0,178.28571428571428,15.071428571428571,-49.78,8
1722,17940,2238.58,48.0,9,9754,18,124.36555555555555,-4.047649576200693,0.03543307086614173,0.0,1083.7777777777778,0.5555555555555556,0.0,8
1723,17686,5739.46,6.0,7,2478,286,20.06804195804196,-2.286235506205398,0.02364864864864865,0.0,354.0,29.285714285714285,0.0,8
1737,15114,2760.56,29.0,10,3096,197,14.012994923857867,-7.0844803196998525,0.03676470588235294,0.0,309.6,13.6,0.0,8
1744,17512,2924.9900000000002,28.0,10,2753,105,27.85704761904762,-4.76541743506392,0.03663003663003663,1.0,275.3,6.1,-4.95,8
1745,12477,13219.74,22.0,6,3653,300,44.065799999999996,-5.667553393185181,0.021505376344086023,33.0,608.8333333333334,31.833333333333332,-102.72999999999999,8
1765,13381,3639.31,31.0,6,2029,172,21.15877906976744,-5.753926961707534,0.022388059701492536,2.0,338.1666666666667,12.833333333333334,-12.5,8
1804,12455,2339.86,72.0,5,2084,85,27.527764705882355,-4.570878482435385,0.022321428571428572,0.0,416.8,16.8,0.0,8
1808,16126,6287.77,28.0,4,2125,117,53.741623931623934,-3.8646873173582703,0.014925373134328358,0.0,531.25,14.25,0.0,8
1809,14609,601.56,71.0,4,7026,4,150.39,-3.8016596049977665,0.017777777777777778,0.0,1756.5,0.5,0.0,8
1814,14944,5900.25,29.0,12,2815,170,34.707352941176474,-2.4654790215627167,0.0449438202247191,14.0,234.58333333333334,8.416666666666666,-57.300000000000004,8
1830,13018,7277.7,15.0,28,5435,458,15.890174672489083,-2.899793134189428,0.1,1.0,194.10714285714286,11.178571428571429,-4.95,8
1833,15382,5955.71,14.0,6,4012,302,19.7208940397351,-3.3481650675908705,0.021352313167259787,9.0,668.6666666666666,32.166666666666664,-27.85,8
1853,16182,6617.65,71.0,4,3791,28,236.34464285714284,-3.837918923986803,0.017937219730941704,0.0,947.75,4.25,0.0,8
1855,12714,4294.86,8.0,5,3046,254,16.908897637795274,-4.661007457820586,0.017482517482517484,0.0,609.2,43.0,0.0,8
1897,18087,3202.9199999999996,290.0,1,3906,1,3202.9199999999996,-2.710396039603961,1.0,336.0,3906.0,1.0,-285.59999999999997,8
1905,14895,11138.710000000001,7.0,20,4851,498,22.366887550200804,-2.0009176674462337,0.0706713780918728,28.0,242.55,13.65,-118.44999999999999,8
1916,13285,2709.12,22.0,4,2051,187,14.487272727272726,-3.8514981652667313,0.0149812734082397,0.0,512.75,39.25,0.0,8
1924,18172,7561.68,14.0,20,3184,189,40.00888888888889,-3.1833425023998783,0.07246376811594203,14.0,159.2,5.0,-71.50999999999999,8
1948,14004,4582.64,42.0,7,2668,171,26.799064327485382,-5.5240189067019045,0.028455284552845527,0.0,381.14285714285717,14.571428571428571,0.0,8
1949,17139,10668.47,15.0,12,5182,478,22.31897489539749,-3.023349031690843,0.043795620437956206,19.0,431.8333333333333,25.75,-82.9,8
1977,16592,4113.68,3.0,16,2927,216,19.044814814814817,-2.0842780089608137,0.056338028169014086,13.0,182.9375,8.875,-40.4,8
2021,16187,6911.4400000000005,31.0,15,5048,295,23.428610169491527,-2.563133453699139,0.05928853754940711,44.0,336.53333333333336,10.666666666666666,-70.2,8
2027,14056,8214.65,1.0,23,4273,1106,7.427350813743218,-2.8586155281143273,0.0812720848056537,39.0,185.7826086956522,13.91304347826087,-89.41,8
2039,12428,6405.26,25.0,8,3509,287,22.317979094076655,-2.963055013150826,0.031007751937984496,32.0,438.625,32.0,-39.260000000000005,8
2064,15416,3984.32,64.0,4,2090,192,20.75166666666667,-3.8552722122044694,0.0182648401826484,1.0,522.5,41.25,-9.95,8
2085,17426,5037.26,7.0,6,3094,271,18.58767527675277,-2.079174828806076,0.02181818181818182,12.0,515.6666666666666,29.833333333333332,-15.0,8
2099,17416,6893.42,29.0,7,4302,269,25.626096654275095,-6.034008644169682,0.027777777777777776,36.0,614.5714285714286,26.571428571428573,-55.08,8
2100,17652,4867.72,24.0,12,2509,259,18.794285714285714,-4.551484515568128,0.046875,30.0,209.08333333333334,9.833333333333334,-130.59,8
2135,17107,10815.43,32.0,6,4837,418,25.874234449760767,-2.279826452518015,0.024489795918367346,300.0,806.1666666666666,44.833333333333336,-435.0,8
2169,15764,3279.97,87.0,6,2050,180,18.222055555555553,-2.2373729291772295,0.031746031746031744,14.0,341.6666666666667,25.0,-34.5,8
2174,13340,10736.48,44.0,7,5770,134,80.12298507462687,-2.2215708216352157,0.03017241379310345,0.0,824.2857142857143,18.285714285714285,0.0,8
2178,12758,2791.59,116.0,2,2135,97,28.779278350515465,-1.9875,0.0125,0.0,1067.5,42.0,0.0,8
2182,14367,9261.52,7.0,16,4438,524,17.67465648854962,-2.465150483916378,0.05970149253731343,28.0,277.375,16.875,-93.7,8
2195,17049,5659.9800000000005,2.0,9,2676,318,17.79867924528302,-4.359541871444679,0.032846715328467155,7.0,297.3333333333333,22.333333333333332,-65.2,8
2204,14936,8137.02,33.0,8,4085,364,22.35445054945055,-2.183470894275216,0.03305785123966942,2.0,510.625,26.25,-19.599999999999998,8
2210,14291,3883.25,1.0,11,2749,237,16.385021097046412,-2.5045697218088536,0.040145985401459854,1.0,249.9090909090909,13.181818181818182,-9.95,8
2212,15632,3285.31,15.0,8,2109,167,19.67251497005988,-6.131530667701138,0.03076923076923077,60.0,263.625,13.375,-138.0,8
2243,16652,6773.97,58.0,7,3283,118,57.406525423728816,-2.266214304708058,0.03255813953488372,16.0,469.0,10.571428571428571,-119.71000000000001,8
2262,15125,11528.48,24.0,15,6193,127,90.77543307086614,-2.3743848987938887,0.06097560975609756,202.0,412.8666666666667,6.8,-411.43,8
2264,12901,17654.54,8.0,28,23075,116,152.19431034482758,-2.3471571257964983,0.10687022900763359,1776.0,824.1071428571429,1.0714285714285714,-1338.3999999999999,8
2291,15150,5314.47,16.0,10,3658,343,15.494081632653062,-3.0623735085778554,0.03968253968253968,25.0,365.8,28.2,-10.5,8
2311,12435,7829.89,79.0,2,2055,36,217.49694444444447,-1.9894179894179895,0.010582010582010581,0.0,1027.5,15.5,0.0,8
2312,12955,4757.16,1.0,11,3664,180,26.428666666666665,-4.647848959863273,0.04119850187265917,22.0,333.09090909090907,7.363636363636363,-22.9,8
2315,17716,5655.99,22.0,11,3072,245,23.085673469387753,-3.067177787295116,0.044715447154471545,68.0,279.27272727272725,15.545454545454545,-150.2,8
2321,13268,3192.65,17.0,10,3582,439,7.27255125284738,-2.524440948170797,0.04,23.0,358.2,25.6,-47.050000000000004,8
2331,14422,4263.64,1.0,6,2906,222,19.205585585585588,-5.126397154177287,0.02247191011235955,0.0,484.3333333333333,31.5,0.0,8
2342,14110,5683.15,3.0,12,2445,155,36.66548387096774,-6.160584742861334,0.045454545454545456,2.0,203.75,7.833333333333333,-13.5,8
2344,16672,8134.9400000000005,1.0,20,2832,114,71.35912280701754,-3.708708988945163,0.07547169811320754,2.0,141.6,1.1,-15.25,8
2357,16626,4413.1,1.0,17,2690,179,24.65418994413408,-2.8481058803673025,0.06390977443609022,20.0,158.23529411764707,5.0588235294117645,-33.449999999999996,8
2365,17133,4892.240000000001,15.0,7,2730,27,181.1940740740741,-3.2486878080112467,0.027888446215139442,0.0,390.0,1.8571428571428572,0.0,8
2388,13985,7060.13,3.0,15,3445,349,20.229598853868197,-4.45744337719562,0.05747126436781609,8.0,229.66666666666666,7.2,-35.6,8
2466,16308,2560.0,37.0,4,8000,4,640.0,-3.8214765139757207,0.017857142857142856,0.0,2000.0,0.25,0.0,8
2468,14607,15021.5,15.0,12,10734,78,192.58333333333334,-1.2860637540712392,0.04878048780487805,3768.0,894.5,3.0833333333333335,-5228.4,8
2521,13266,3834.2599999999998,10.0,12,4428,187,20.504064171122995,-4.888674416877268,0.04878048780487805,129.0,369.0,6.833333333333333,-116.59,8
2527,15249,6688.46,31.0,13,3577,350,19.109885714285713,-4.565987460678332,0.057777777777777775,20.0,275.15384615384613,16.23076923076923,-31.1,8
2542,17719,5396.04,37.0,15,2466,274,19.693576642335767,-3.3671361709480903,0.06880733944954129,11.0,164.4,7.4,-28.240000000000002,8
2548,16253,3683.86,66.0,2,3233,123,29.95008130081301,-1.9894179894179895,0.010582010582010581,0.0,1616.5,57.0,0.0,8
2561,20055,21389.6,254.0,1,5963,138,154.99710144927536,-1.0,2.0,0.0,5963.0,138.0,0.0,8
2570,13988,4147.96,19.0,6,3044,234,17.726324786324785,-5.398741034656455,0.02553191489361702,19.0,507.3333333333333,31.333333333333332,-49.160000000000004,8
2576,13316,5977.7300000000005,36.0,4,6948,87,68.70954022988506,-3.805041056765441,0.01834862385321101,0.0,1737.0,16.5,0.0,8
2601,12619,2945.56,15.0,8,3360,82,35.92146341463415,-3.935331402398792,0.03361344537815126,23.0,420.0,6.0,-36.75,8
2618,16609,5493.46,14.0,7,2420,276,19.903840579710145,-6.200396049444906,0.029411764705882353,10.0,345.7142857142857,22.142857142857142,-42.5,8
2620,16180,10254.18,98.99999999999999,8,5867,162,63.29740740740741,-2.9037340930592284,0.05228758169934641,14.0,733.375,11.25,-36.7,8
2641,17758,3456.7000000000003,18.0,8,2091,412,8.390048543689321,-2.18179953153883,0.03896103896103896,0.0,261.375,38.75,0.0,8
2700,18272,3078.58,2.0,6,2050,166,18.54566265060241,-5.770624067026072,0.024489795918367346,6.0,341.6666666666667,16.5,-13.8,8
2759,14286,4628.75,23.0,3,4338,280,16.53125,-3.9568345323741005,0.013636363636363636,32.0,1446.0,73.33333333333333,-32.94,8
2784,15251,10484.99,8.0,11,6171,111,94.45936936936937,-5.017297023352606,0.04721030042918455,87.0,561.0,8.818181818181818,-157.88,8
2786,17160,3518.03,30.0,6,2856,229,15.362576419213974,-5.109043542984741,0.02843601895734597,0.0,476.0,18.5,0.0,8
2793,16729,7236.6,37.0,21,5779,659,10.981183611532625,-2.9474781583222733,0.10294117647058823,12.0,275.1904761904762,11.095238095238095,-156.6,8
2861,18079,3651.97,44.0,4,7432,127,28.75566929133858,-1.9788709144932322,0.020618556701030927,0.0,1858.0,24.75,0.0,8
3021,14191,4684.76,1.0,13,3662,259,18.08787644787645,-6.538414757252617,0.0593607305936073,5.0,281.6923076923077,11.153846153846153,-24.75,8
3042,16258,5203.51,44.0,5,2994,135,38.54451851851852,-4.258334471256071,0.028735632183908046,0.0,598.8,22.2,0.0,8
3108,12700,4525.99,7.0,4,2944,264,17.143901515151516,-3.825577134481495,0.019230769230769232,0.0,736.0,48.0,0.0,8
3113,16440,3640.67,7.0,5,2018,282,12.91017730496454,-4.268910920760183,0.024154589371980676,0.0,403.6,37.2,0.0,8
3204,12590,9341.26,209.99999999999997,1,4282,67,139.4217910447761,-1.9047619047619047,1.0,4.0,4282.0,67.0,-2.88,8
3314,13555,4149.28,73.0,4,2660,136,30.50941176470588,-1.3298701298701299,0.031007751937984496,0.0,665.0,32.0,0.0,8
3354,15804,4206.39,1.0,13,2565,262,16.05492366412214,-2.675371451176297,0.06532663316582915,52.0,197.30769230769232,13.076923076923077,-357.84,8
3378,18073,3877.5200000000004,113.0,12,3108,73,53.11671232876713,-1.94689618199424,0.14457831325301204,10.0,259.0,1.9166666666666667,-13.08,8
3381,13135,3096.0,196.00000000000003,1,4300,1,3096.0,-1.0,1.0,0.0,4300.0,1.0,0.0,8
3457,13435,3809.8900000000003,4.0,7,2129,101,37.72168316831684,-3.274194205615093,0.03804347826086957,4.0,304.14285714285717,9.714285714285714,-15.4,8
3465,15152,4745.69,9.0,13,2704,271,17.511771217712177,-3.4986291004489973,0.07303370786516854,10.0,208.0,15.076923076923077,-61.45,8
3499,17414,778.0,43.0,2,2100,6,129.66666666666666,-1.9859154929577467,0.014084507042253521,0.0,1050.0,2.5,0.0,8
3531,14132,3586.0299999999997,1.0,11,3368,200,17.930149999999998,-6.21648857639433,0.06043956043956044,2.0,306.1818181818182,9.090909090909092,-5.9,8
3549,12409,11072.67,78.0,3,5551,109,101.58412844036697,-1.3882246227426405,0.028846153846153848,8.0,1850.3333333333333,30.333333333333332,-15.74,8
3591,14503,3543.26,2.0,6,2004,164,21.605243902439025,-3.320352531256405,0.03409090909090909,0.0,334.0,18.833333333333332,0.0,8
3617,17651,3945.0,11.0,10,3112,232,17.004310344827587,-2.9162019447629866,0.060240963855421686,12.0,311.2,14.9,-58.330000000000005,8
3660,17444,2389.1,151.0,2,2118,134,17.82910447761194,-1.909090909090909,0.09090909090909091,0.0,1059.0,65.5,0.0,8
